,time,theta,torque
0,0.0,1.9198621771937625,-135.0844310926892
1,0.0004963018932527537,1.9198621275831962,-84.1030961138951
2,0.0009845032554459511,1.9198619819771305,-58.09217122361471
3,0.0016213461270975463,1.919861647732251,-39.4327338044061
4,0.0024142658731286814,1.9198610032321117,-26.979972703153614
5,0.003406290743276966,1.9198598402482117,-18.722634353633136
6,0.004638224176730732,1.9198578441695378,-13.354626786745937
7,0.0061540806115140045,1.9198545490634464,-9.940723480194425
8,0.007997604658581813,1.9198492941602066,-7.832652834980888
9,0.010205159566692825,1.9198411999737786,-6.5880600553458475
10,0.012731913314294817,1.919829525163812,-5.924896880962806
11,0.014387775346134887,1.9198204786032584,-5.719649873342876
12,0.016043637377974956,1.9198103267635667,-5.62158736884531
13,0.018330796548304558,1.9197944864890801,-5.572260787608325
14,0.02066744229005194,1.9197761248657543,-5.572849800829202
15,0.024187309423590722,1.9197443070638096,-5.572642738976514
16,0.02905340396984441,1.9196920837999032,-5.571049821923209
17,0.03246078758089377,1.9196498215188778,-5.570976179640071
18,0.03576364442341841,1.9196043756170502,-5.571094039218058
19,0.0391326247997671,1.9195534726933243,-5.5710604493733085
20,0.04268698876349623,1.9194947861431573,-5.570759435292001
21,0.04637055065840297,1.9194285626934753,-5.570281897862168
22,0.050005434376997414,1.9193578168462793,-5.569786411803498
23,0.05349652191015828,1.9192848160845788,-5.56936410555012
24,0.056827543765447484,1.919210540454874,-5.569349856406361
25,0.06011947837541585,1.9191326964681996,-5.569277057183541
26,0.06345556080417207,1.9190492997212887,-5.569128511464436
27,0.06690203484216954,1.9189583701064326,-5.568766966878391
28,0.07038350824049402,1.9188615846479196,-5.568353056956056
29,0.07381948259722852,1.9187611957769897,-5.568031953169323
30,0.07719935681360156,1.918657719754555,-5.567724368992962
31,0.08052310384638547,1.918551383149015,-5.5675110736887845
32,0.08382576660975954,1.9184412158099295,-5.567267556705888
33,0.08713068275524859,1.918326469731341,-5.567014728851478
34,0.09044738982855897,1.9182067766545225,-5.56670062730745
35,0.09375450695141138,1.9180828950010356,-5.566442308053146
36,0.09707257194575702,1.917954043651681,-5.566171300516618
37,0.10041077351290009,1.9178197921269302,-5.565790370829783
38,0.1037209379672146,1.917682084558165,-5.565467783362338
39,0.10699584681975889,1.9175413423857985,-5.565192412603689
40,0.1102545973570131,1.9173968407777773,-5.564873998974764
41,0.11349443782718956,1.917248763615837,-5.564612904105363
42,0.11673017738874102,1.917096471002153,-5.564340369785795
43,0.11997347712286839,1.916939396762141,-5.563964263102349
44,0.12319664622580477,1.9167788972402071,-5.563618479418984
45,0.12638864747154083,1.9166156162139159,-5.563210425890609
46,0.1295248520516524,1.9164509790898268,-5.562944878479733
47,0.13263872261072907,1.9162833756066542,-5.562741211435049
48,0.13576586684556155,1.9161108969721534,-5.562453894720123
49,0.13891274199129608,1.9159331103614108,-5.562122868985746
50,0.14206447963935023,1.915750795315201,-5.561800650825372
51,0.14522037474896235,1.91556396315365,-5.561435418934954
52,0.1483578445827443,1.9153739684631748,-5.56099545994059
53,0.15144629837043505,1.9151827889094017,-5.5607650113345635
54,0.15452843688992787,1.9149878814192975,-5.560442167391279
55,0.1576079644637709,1.9147890184674423,-5.560104553294145
56,0.1606784730894714,1.9145866259250657,-5.559718790932927
57,0.16372311221686556,1.9143818731442925,-5.55942763976172
58,0.16676251112793886,1.9141734237523997,-5.559071942447674
59,0.1697854365837454,1.9139620802264539,-5.558703048156324
60,0.17279072795991773,1.9137479804278028,-5.558317661782014
61,0.1757635954105912,1.9135322661804262,-5.557948221467135
62,0.17870339812832858,1.913315102126067,-5.557632667292745
63,0.18162530876645636,1.913095456465488,-5.55732233926223
64,0.18453501978695436,1.912872949281389,-5.557068266995093
65,0.1874568220162999,1.912645712504718,-5.556821126077309
66,0.1904171859666263,1.91241157685714,-5.5564465098780875
67,0.19339641303515578,1.912171974819803,-5.555898644431161
68,0.19633110044434132,1.9119320452702213,-5.555440771909024
69,0.19920683556171556,1.9116931604608283,-5.555087565528622
70,0.20203866215863767,1.9114542610156375,-5.5548327200113174
71,0.20485798061339067,1.9112127965934014,-5.554514743666473
72,0.20767375896119658,1.9109680196998746,-5.55426956070739
73,0.2105104691276646,1.9107177589278534,-5.553927280917272
74,0.2133639924194823,1.9104622935433746,-5.553564925990352
75,0.21622493408040633,1.9102024062103073,-5.553062721824613
76,0.21905176376039237,1.9099419111455467,-5.552508182609711
77,0.22180996584430293,1.9096841787425893,-5.552280594300866
78,0.22454546257440974,1.9094250836791802,-5.551950383139962
79,0.22727052971302564,1.909163516615548,-5.551656358332937
80,0.229999704429781,1.9088980844480936,-5.5512394396649745
81,0.23271646378764757,1.9086304002375412,-5.550865023029127
82,0.23541766600021036,1.9083608171863968,-5.5504085551506925
83,0.23809057793207525,1.9080906798246213,-5.5501099168312455
84,0.24075339620906636,1.907818212348289,-5.549825405956476
85,0.24342196128183438,1.9075417928129932,-5.549438571343943
86,0.24608493564340705,1.907262586002333,-5.549047246419599
87,0.24873717702967474,1.9069811527268064,-5.548574480476549
88,0.2513606814158323,1.906699468876244,-5.548205892334553
89,0.2539591445383509,1.9064172297910182,-5.5478083370289255
90,0.25653195464235723,1.9061345878204625,-5.5474731864323905
91,0.25908982984080703,1.9058504323135073,-5.547104346410493
92,0.26163476839577726,1.9055645844507962,-5.546804171812312
93,0.26417600241838707,1.9052760297527407,-5.546395673826056
94,0.2667060609884789,1.9049856358219142,-5.546070654781734
95,0.2692330066121082,1.9046924955192854,-5.54567233880379
96,0.2717494084727841,1.9043974880214118,-5.545106904218658
97,0.27422586154932777,1.9041041453515237,-5.5446240933102695
98,0.27665787301102623,1.903813145331906,-5.544223945315998
99,0.27905260857800007,1.9035237696398177,-5.543887551871303
100,0.2814212767205986,1.9032347689856002,-5.543678534304978
101,0.2837906833641454,1.902942910617853,-5.543441705192956
102,0.28617580871359466,1.9026463137621505,-5.543231532177112
103,0.28858933427527905,1.9023433164741792,-5.542773169685654
104,0.29100641760933943,1.9020369734868523,-5.542221957037233
105,0.29339540418638765,1.9017313339351458,-5.541587947948484
106,0.2957309785113487,1.9014297750617062,-5.541028685746884
107,0.29800623154771344,1.9011333815681184,-5.540615553379391
108,0.30023282500322457,1.9008408150662148,-5.540308472709732
109,0.30242770238579875,1.9005499788757045,-5.540082062449208
110,0.3046110267787555,1.9002582679449098,-5.539894337752937
111,0.30680180173918636,1.8999631449783771,-5.539728408953804
112,0.30901557955249387,1.8996624591879856,-5.539452304065049
113,0.3112526599807751,1.8993560868925865,-5.539088921079521
114,0.3135019801850165,1.8990454775234953,-5.538734587923951
115,0.3157560407094291,1.8987316322629124,-5.538050902008596
