,time,theta,torque
0,0.0,1.9198621771937625,-135.0844310926892
1,0.013385659083907268,1.9198260855523681,-189.15288427205385
2,0.027023804063606428,1.9197150279876942,-253.55020781531942
3,0.040661949043305584,1.9195288491698068,-327.2484944155019
4,0.052554871584061524,1.91930499458681,-398.71552211913666
5,0.061814912490941336,1.9190908809008587,-459.37716215770786
6,0.07086717979934748,1.9188477458734152,-522.5976274119149
7,0.08099886403433436,1.9185357902136773,-597.7511283859162
8,0.09113054826932124,1.9181815575176493,-677.2818825258107
9,0.0981575520719579,1.9179109178811258,-734.6691377900964
10,0.10518455587459455,1.9176197381767688,-793.6692623023797
11,0.11061194342625572,1.9173807243787673,-840.4502811041175
12,0.11447337290826426,1.917203153963853,-874.8778838295583
13,0.1183348023902728,1.9170193128622783,-909.8888523433448
14,0.12248183692254279,1.9168148706452093,-947.8696594251442
15,0.13047780432075054,1.916400125009691,-1023.3901487422257
16,0.1362202650682279,1.9160854869195236,-1078.6999786117556
17,0.14196272581570527,1.9157567479687532,-1135.0725896859174
18,0.1483706572144826,1.915373183862583,-1200.8897606163894
19,0.1547785886132599,1.9149718815213905,-1268.4407063290273
20,0.16069000902794253,1.9145858577773218,-1332.8521431649642
21,0.16660142944262515,1.9141845728320084,-1398.702981946439
22,0.17322733333288387,1.9137165446849205,-1474.5655257449632
23,0.1798532372231426,1.9132291195617996,-1551.285418396596
24,0.18506492710551775,1.9128320202634397,-1611.8182290532664
25,0.19027661698789292,1.9124227834168503,-1672.6843537927894
26,0.1975228950538233,1.9118334979593887,-1757.9030944115
27,0.202206777752777,1.911439963900288,-1812.8457301428218
28,0.20537211914472173,1.911168372253626,-1850.8068337813568
29,0.20853746053666644,1.9108922119702394,-1889.3439764479788
30,0.2112630408319969,1.9106507467770733,-1923.8292008564636
31,0.21398862112732736,1.9104058738586787,-1958.7724878501188
32,0.21759575469485182,1.9100765445531984,-2005.1871744231307
33,0.2218349171475513,1.9096818311526886,-2059.332422018327
34,0.22541241968934334,1.9093422433412073,-2105.3442049885534
35,0.22846702752105358,1.9090475766396393,-2144.7591748750788
36,0.23111619122751087,1.9087884945469278,-2179.0448979894786
37,0.23376535493396816,1.9085261266234739,-2213.131130056491
38,0.23624638387026428,1.9082774227755457,-2245.2479564326486
39,0.2387274128065604,1.9080258215666162,-2277.5112309172846
40,0.24189111106484282,1.9077007761280538,-2319.2619868412694
41,0.24469460588418943,1.9074087790259142,-2356.253634455907
42,0.24720418473201944,1.9071442293044556,-2389.406340833712
43,0.24971376357984945,1.9068766812435831,-2422.3200067628154
44,0.25226862181782017,1.9066012178660026,-2455.903878732671
45,0.2548234800557909,1.9063226306246757,-2489.2754516934874
46,0.25771964056035307,1.906003038895024,-2526.9890483584786
47,0.26025375191949224,1.9057200882697678,-2559.993644318128
48,0.2627878632786314,1.9054340388621858,-2592.769772699507
49,0.2651199778372594,1.9051680456949092,-2623.1653051201733
50,0.26745209239588735,1.9048994149161813,-2653.577807033098
51,0.2701800411753218,1.9045818333382167,-2689.5334756181232
52,0.27290798995475624,1.904260624074086,-2725.633268378958
53,0.2763187376584878,1.9038538982274613,-2771.025977991897
54,0.2824115201889554,1.9031131300046846,-2855.031618060658
55,0.28721961928756623,1.9025156269055965,-2923.6524600722178
56,0.2920277183861771,1.9019066594591858,-2994.630440835425
57,0.2962910722713544,1.9013570529816342,-3060.0227125650063
58,0.3005544261565318,1.9007983521380905,-3127.795194353049
59,0.3052463006347342,1.9001729385597617,-3205.357825116778
60,0.3099381751129366,1.899536415429776,-3285.7709318787315
61,0.31426003252126716,1.8989402183702675,-3362.5016900721816
62,0.31858188992959774,1.898334515105559,-3441.64904655765
63,0.32365872026595593,1.8976108101996079,-3537.705226409615
64,0.3283270566248711,1.896933661885585,-3629.1060040934863
65,0.33323560287900655,1.8962095554926934,-3728.899239786595
66,0.33759527786081817,1.8955559625983285,-3820.059799558206
67,0.34151627141895513,1.894959702807479,-3904.104089941935
68,0.3454372649770921,1.8943554296823315,-3989.9393524164293
69,0.34899687902106274,1.8937998885110325,-4069.440309135526
70,0.3525564930650334,1.8932377030775192,-4150.304396827443
71,0.3563486462902253,1.8926314613902206,-4238.295921419752
72,0.36014079951541716,1.892017636013703,-4328.151497868747
73,0.3641478113800297,1.8913607678788942,-4425.048757960311
74,0.36815482324464227,1.8906953835564337,-4523.6388556709035
75,0.3720578520639863,1.8900390555463824,-4621.544812181069
76,0.3759608808833303,1.8893746029465956,-4721.145096543626
77,0.3815260511921537,1.8884130941629886,-4865.818829278533
78,0.385737558803747,1.8876744166877477,-4977.43518313729
79,0.3891532961367842,1.8870683062110651,-5069.761723504138
80,0.39256903346982136,1.8864559060191854,-5163.948931439318
81,0.3964137634618738,1.8857590532097617,-5273.092786243026
82,0.3994138535038976,1.8852097337011005,-5359.641452578664
83,0.40241394354592136,1.8846555347702572,-5447.143392391631
84,0.40525677409868127,1.884125876799615,-5531.039760734546
85,0.4080996046514412,1.8835918248270658,-5615.860360859196
86,0.4111698835141205,1.8830101024620876,-5708.419781565281
87,0.4138142041271714,1.8825049671001854,-5789.084595372879
88,0.4164585247402223,1.8819960153560944,-5870.492440850601
89,0.4188151914953004,1.8815392086826594,-5943.64465462326
90,0.42117185825037845,1.8810793646776467,-6017.31642998241
91,0.4241920818174133,1.8804855994876806,-6113.173437758269
92,0.42768065675173056,1.87979353668756,-6226.56387152225
93,0.4311692316860478,1.8790947974441097,-6341.234477942974
94,0.4353993396759635,1.8782385676660134,-6481.623113796336
